Tweet
RT @TOIIndiaNews: Will implement UCC soon after forming govt in Uttarakhand: Pushkar Singh Dhami https://t.co/6luYK8F0fN
#RightToPrivacy jo bio metric attendence hai wh bhi bnd kro adhar bhi bnd kro..pan card bhi bnd kro phir th
"@naomi2009 I don't understand why are they so interested in India's vote, when it's not going to even make any diff… https://t.co/kxIqNtN5cK"
https://t.co/uiHrUuwnaf
"RT @SortedEagle: Brother of Sharda, the lady who actually was forced to eat the blood soaked rice of her husband. She was also gang raped a…"
"RT @AdvAshutoshBJP: Respected @rashtrapatibhvn @jdhankhar1 please invoke Article 356 in West Bengal.

Under Article 356 of the Constitution…"
"RT @vivekagnihotri: Young India. 
#RightToJustice https://t.co/XgbZq7W0rb"
"RT @shadow_twts: In India, @BTS_twt ""Permission To Dance On Stage - Seoul"" live viewing in cinemas earned Rs. 1.6 Crore [Rs. 1,60,68,843] a…"
Ghumte hi raho modi ji beti bchao beti bhadao ke bare mei kab socho gy? Kush andaza hai kitne rape ho rahe hain india mei.... jab ghumne se phursat mile toh girls ki safety pe bhi soch lena #shameonindianleaders #justiceforgirls
Woh Aaj Kahan Mar Gaye Hain Kya ye Nari Nahin Hain Ya Inke Muslim Certification  Ka Intzar Ho Raha Hai #StopTrippleTalaq #TripleTalaq
"OMG my lord ye kya ho gya, apki to puri pant hi utar di delhi walo ne, ab shayad tumhe apni aukat pta chal gyi hogi my lord #delhipollution"
pehle apni ghar ki problem solve karni hogi bad me bahar ki . waise bhi bahar wale to bahut dare hai. #SurgicalStrike @PMOIndia #Naxalites
Mohd Jameel Shekh Mansoori 43 Divorced Male From Lucknow Uttar Pradesh Contact karene k liye Madani Rishte India Ke… https://t.co/JtCLnNk8gF
"@MukeshAmbaani @JioCare @reliancejio @TRAI ek saal se tower lagane ka kah rahe , abhi tak nahi laga paye,,,,kahi #JIO walo ka irada .."
"Top Twitter Trend Today: SSR Fudge BFF
⭐ Currently trending at #️8 with 76K tweets⚡️
⭐ Started trending about 8 hou… https://t.co/a93To7yggs"
@reilly_mcadams Disappointed and surprised by the low valuation - $300M for nanobank. Seems they completely wrote o… https://t.co/sKnrFF88sD
"RT @nabanita_1994: Bihar, d state in Eastern India has produced many worthy children who brought/are bringing glory 2 d nation. I'm proud o…"
RT @cpsavesoil: A crowd gathers around @SadhguruJV as he exits the Embassy of India at The Hague @IndinNederlands to wish him a successful…
RT @KhaledBeydoun: If you're silent on Hindtuva supremacy and violence in #India and live in India - you're enabling it to expand and carry…
@oyorooms i would not suggested to anyone to book hotel via Oyo I have very bad experience and the customer support… https://t.co/YzGuyvICzo
@sgurumurthy In the Thughlak issue dated 30/03/2022 Mr.Maridas has beautifully analysed in his article the need for… https://t.co/XnPG4uKKDt
jio summer surprise offer
Ab condemn bolne ke liye #AbkiModiSarkar nai laye the Action chaiye.. Pakistan se pehle India ke andar jo gaddar hai unpe #surgicalstrike ho
@tejasswixsukoon @rileyhoonmain aur teju ka bf india ki 100 clbrts ki list main tha o bhi 2br bt teju kabhi nahi th… https://t.co/mYTeO9iNFo
8 burnt to death after murder of TMC neta https://t.co/mpdqDp8sr3
"Bhool jao #Notebandi , bhool jao #GST  aur Bhool jao Badhali kyoki aaaj hain Diwali ..Wish u all happy diwali .. https://twitter.com/BeingSalmanKhan/status/921007531765444608 …"
"RT @punrai: PM Modi's remarks at India-Australia virtual summit
https://t.co/G9cvYA240G

#HamaraAppNaMoApp
via NaMo App https://t.co/bnA6s1…"
India main log pareshan hai ki Neta  Chunavi wadde poore nahi karte. America  mein log pareshan hai ki #TRUMP kahi apne wadde pore na kar de
RT @WKahneman: This is all the more notable given they recently partnered up with NIPL for payments into India's UPI. “UAE is a strategic m…
"RT @Telegraph: 🔴From India to South Africa, there’s an online battleground that’s going under the radar... and Putin’s army of trolls has a…"
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
Petrol prices hike kya koi bhi virodh karne wala nahi bacha @thewirehindi @PatrikaNews @ravishndtv #petrolPrice #GST
Prof. #ManmohanSingh ne aaj Jupiter ki escape velocity ke baare mein padhaya. Yahi likha hai Congress ke Punjab manifesto mein
"#Jio Bhai Super say #ISayYes Jo jo Dhakka Mukki karega woh nahi rahega,Sahi sav pichla sav dkhkr ek jaisa karKar Win na chai #BB11"
Sunne mai aaya hai k #TripleTalaq k baad kuch ladke court jakr Qubool hai replace krke #bolozubaankesri ki maang ki hai... #vimaaltroll
"RT @ZafarAafaq: ""Inside jail, a minute feels like a day""

Anti-CAA activist Ishrat Jahan  recounts two ‘painful’ years in jail

She speaks…"
"RT @rti_we: Where there's a will,there's a way. Appreciable move by @BhagwantMann to regularise contractual government employees. It must b…"
"RT @BitMartResearch: 🇮🇳India Top 10 Trending Coins on #BitMart

🥇 $LOVELY @Lovely_finance
🥈 $SHINJA @Shib_nobi
🥉 $BRISE @bitgertbrise

👏Fol…"
"RT @AdityaRajKaul: Why you must watch and talk about 'The Kashmir Files' to break the deafening silence | writes ⁦@ReshmiDG⁩ - India News ,…"
Ada kejadian serupa di india. Kasusnya sama hapenya sama. Tiba2 mati. Tapi ga sampe meledak. Pengalaman kalo mau be… https://t.co/J6yn4RbvjB
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
Back to back #surgicalstrike honge tabhi kuch hoga nahi toh #surgicalstrike bi ek naam ban kar rah jaayega.
"RT @SouleFacts: Our Indian spiritual gurus always care for Mother Earth.
Sadhguru, has set off on an 18,600-mile trip across Europe, the Mi…"
@KyaUkhaadLega ....ye history channel vale bhi mile hue hain ji...
@RanvirShorey Imagine about Godhara Incident. 4 Coachs burns alive. Then there were Riots as a obvious reaction and… https://t.co/YDNxVLaxkC
#Dhoni pata nhi kyun aaj office se aate waqt Rum le liya the＃CaptainCool
apna internet use kyun nehi ho raha Hai....
Hum  690 din  se justice  maang  rahe  hai.
"RT @MalindaSmith: A big thank you to the OEDI’s Courageous Conversations guest, Dr. @EbooPatel, to guest moderators Dr. @AleemBharwani and…"
"Pilots On Crashed China Plane Didn't Answer Calls As Jet Dove: $BA #ChinaPlaneCrash 

""The plane plunged to 7,400 f… https://t.co/RfSFmupQcD"
"RT @_ESahora: 🇮🇳🇷🇺 | INDIA-RUSIA

India le compra 2 millones de barriles de petróleo ruso con rupias, sin pasar por el dólar estadounidense…"
PMJJBY और PMSBY में नामांकित मनरेगा श्रमिकों ने GST को कम करने से बीमा पैठ में सुधार किया – Business News India https://t.co/t4a3inhwdl
RT @e_taplidav: @BattaKashmiri @PawanPa36346607 They make atmosphere of Terror. They make Hindus run away &amp; leave their houses &amp; migrate to…
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
"@Nicholaspkirby Give me Votto, India, Barrero, and Senzel in the IF with Farmer giving them each a day off per week… https://t.co/aU8XJPkxdL"
#Nawaz ke saath Biryani aur Ab #Trump ke saath Dinner. Bahut Yarana Lagta Hai !
"1984 Sikho ka Katleyam, Rape, Assets Loot , 1990 Kasmiri Pandito ko apnahi desh mein refujee bankar rahna aur jinda rahne ke lia maa bahno ko beshya brittie karna,Aj hamara desh ki seculars gang, terrorist rohingaiko basane ke lia busy hain, Israel bane,khoon ka badla khoon. https://twitter.com/OfficeOfRG/status/954314126121091073 …"
"RT @patriottakes: Marjorie Taylor Greene, who has been masquerading as an expert on what’s really happening with Ukraine and Russia, called…"
Aapke sabse bade fan ki taraf se Millions of Badhaiyaan. Yeh #Diwali aapke liye khushiyan lekar aayi hai #Bologuruji
World Cup k saath bhi bht pic le thi. #ghanta mila tha...
Khud ki socho ki agar #dhoni ki film na hoti to #sushant jahan hota . jyada itra mat raabta jaise flop film ke disastrous actor @itsSSR
#Manmohansingh ji Modi to bajane me laga h Indian economy ko waise hi ker dega jaise George W. Bush ne Obama ko America diya tha.
"Tumhara rape kab hua tha Kiran jii, aur kitne saalo ho raha hai, apko report karwana chahiye, be brave. Aage Bado inspiration bano."
"@reginacoq1 @kimpaim Essa ""índia"" não é aquela riquinha que viaja o mundo todo, fantasiada, dando palestras sobre a… https://t.co/uLQbLTAFYo"
Sabse bada scam #notebandi Isse bada b koi scam ho sakta h
Ye to bakloli karne me Digvijay aur Rahul se bhi aage nikal Gaya ! Sibbal Saab esi baatein krne se votes nahi milte...jate hain #tripletalaq https://twitter.com/EconomicTimes/
"23 March 1890: consecration and installation of Jabez Cornelius Whitley (1837-1904), an SPG missionary of many year… https://t.co/rHdFuG5yPA"
Agar #Trump Khilaaf ho gaya to kya hoga ....? https://twitter.com/panditrahul108/status/834089960340860929 …
"RT @Reuters: Sadhguru, an Indian spiritual leader, will travel over 18,000 miles across Europe, the Middle East and India on his motorcycle…"
He call me a bitch dats India dat mean yo hoe
"RT @CarlosAJimnez4: Unayev!
Rusia presentó su smartphone con su propio sistema operativo llamado Aurora basado aparentemente en el HarmonyO…"
Kunki wahan bofors lagani chahiye thi jisse nehru k poot ki loot ka muzaira ho sake  Then it will be true jawahar lal nehru university #JNU
"arre nahin nahin viru, he didn't do the stalking, his car did it. ek ladki ka mazak uda ke bade aaye doosri ke himayati banne. #Fraud"
ye sahela rasheed jo #JNU me antinational activities karti hai ye kya batayegi
Par Ek Tarah Se Sahi Bhi Hai Kohli Ko Atleast 2 World Cups Toh Dene Chaiye.
"RT @ANI: West Bengal | SIT is of no use. I will meet President of India over #Birhum incident, will suggest him to consider (imposing) Arti…"
Maahi jab match haare tab dukh toh hota hai par zyada tab hota hai jab wo captaincy chhod de/retire ho jaye #Dhoni
"RT @Chellaney: Conflating NATO (a military alliance) and the Quad (a diplomatic initiative), Biden, despite reading from a script, went on…"
"Ye humara Hindustan hai yaha World ka rape capital bana Hua hai India iski chinta nahi hai film release ke liye suicide kar rrahe ,,, PATA NAHI IS COUNTRY KE LOGO KI SOCH KI DEEVAR SEE PARDA KAB UTHEGA"
Kal kuch aur bol rahi thi government
"The report also downgraded the United States from a ""full democracy"" to a ""flawed democracy"" — placing it alongside… https://t.co/9GNkrwBsFk"
RT @SUDBIJALWAN: @UnderSecStateP Ahh the colour revolution expert is in India!
"RT @Prajapati232120: #SSCGD_युवा_मांगे_नियुक्ति
#SSCGD2018
#वर्दी_दो_या_अर्थी_दो_SSCGD18
#TheKashmiriFiles
@rashtrapatibhvn
@BJP4India 
@IN…"
"There is a lot of oppression against Muslims in Islamic countries, but no Europeans or American or British nations… https://t.co/lCEI3Hh4W7"
"#khakra #GST @narendramodi ModiJi Chole Bhature, Chilli Potato Ka bhi price me kuch bargain ho jae too."
"RT @RIDDHI56987171: SSR Fudge BFF

What This post says???
@IPS_Association @doptgi @HMOIndia @PMOIndia @dir_ed @NIA_India @narcoticsbureau…"
"Aissa odisha state hai,bina rape kiye hue ko bhi rape mei ander bhejte hai hai, sharm karo odia wale pic.twitter.com/1RlhSUkHwO"
"Itna bada desh aur usse bada abadi. Crime, rape, unemployment ka karan hi badti abadi hai."
#GST co-operative federalism ki ek misaal hai jo humen hamesha hamesha aur adhik saath mil kar chalne ki taqat degi: PM Modi #gstrollout
Ham bechare @askGST_GoI @askGSTech @gstindia ko kyun blame kar rahe hai jab hamara Finance Minister hi Chutia hai?
Pappu search karo toh @Google aur @YouTube bhi rahul gandhi ki news aur videos dete hain.
"RT @ZeeNews: #DNA: Zomato के नई सर्विस की खूब हुई आलोचना

@sudhirchaudhary 

https://t.co/2pfK4l9Ptn"
"RT @D_Supriya: Remembering Prince - The Tiger 🐅 He was such a bold, gentle giant, royal Tiger, can’t forget him ….

Bandipur National Park,…"
"Jo mobile nahi chala sake, ab wo bharat desh ke rocket chalayenge."
"RT @AparBharat: 23rd March, 1931

Bhagat Singh, Sukhdev, Rajguru, 3 brave youngsters were hanged to death. Their passion &amp; love for mother…"
"RT @hate_stopper: Jack Uppal &amp; Sue Patel are promoting a propaganda movie #TheKashmirFiles using @Royal_LePage to offer free tickets.
@Phil…"
Ab yeh kaun bol raha hai tu odd se retire ho raha -amit to jadega
Nirbhaya ko to ab tak Justice nahi diya Congress ne fir bjp ko kyu involve kar rahe ho pehle apna kam dhang se Karo
Modi ji ke bhakt ho to fir Jio ke 1499 wale feature phone se kaam chalao. #MakeInIndia
RT @SaurabhKhare009: I come from two India.. https://t.co/dJ5CyT25rD
"Infinix Hot 11 2022 Launch in India 🇮🇳 Soon Priced Under ₹10k

#Infinix #InfinixHot112022 https://t.co/n3Ij8lFGnb https://t.co/Ft3kv1Ih4q"
"RT @IAMCouncil: Tomorrow, attend this congressional briefing to hear experts detail how India's courts are becoming a mute spectator to the…"
RT @ErayCr: 61 out of 73 farmer organisations—whopping 86%—strongly backed the Farm Laws; SC appointed panel has revealed. More shocking is…
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
"RT @ANI: West Bengal | SIT is of no use. I will meet President of India over #Birhum incident, will suggest him to consider (imposing) Arti…"
RT @BattaKashmiri: I can show your hundreds of places in India where Hindus were a Majority at the time of Independence but are a Minority…
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
Wo sirf Star nahi Duniya hai
"RT @DibsGhazl: @zoo_bear https://t.co/LtQqjvwofw

People shud tag leaders from gulf countries n Muslim nations to expose this govt’s hypocr…"
#DelhiSmog Kon kahata hai ki delhi me pollution hai?? #ArvindKejriwal ki khansi theek ho gayi hai that means there is no pollution #delhipollution #delhiAirpollution
Free ka Lollipop ka Lalach dene wali Congress jab Tak sabhi chije 3/4% k slot me nahi aayegi tab tak logo ko #GST  k khilaf bhadkana bandh karne wali nahi h
@QEBNA Looks like he’s trying to grow a brand that is likely to have appeal in the urban as well as semi-urban/rura… https://t.co/bpabnXT1PK
"RT @IAMCouncil: Tomorrow, attend this congressional briefing to hear experts detail how India's courts are becoming a mute spectator to the…"
RT @ashoswai: More than 200 Sikh associations in the UK have written against the UK home secretary Priti Patel for her statement on 'Sikh s…
RT @abhibit32: @Uber_Support @Uber_India this person is acting as taxi agent at howrah station. I booked the cab and he forced me to seat a…
RT @BattaKashmiri: I can show your hundreds of places in India where Hindus were a Majority at the time of Independence but are a Minority…
"RT @DarulQasim: Hijab Think Tank – Guidance And Encouragement To Indian Muslims

@shaykhamin expressing his sadness in light of the recent…"
RT @stonexpitbull: All proceeds from this tattoo will go to essence of India https://t.co/0CLfkXNZjB
#ViruPanti @StarSportsIndia sir plz Meri ek qwahish Hai ki msd upar batting Kare at number 3 #Respect #Dhoni
"Nigam sir #azaan ko noise pollution samajhna matt. agar abb noise ke barre me baat karte hai, toh jab #diwali aati hai tab kuch pollute nahi"
"RT @AdityaRajKaul: Why you must watch and talk about 'The Kashmir Files' to break the deafening silence | writes ⁦@ReshmiDG⁩ - India News ,…"
"@Divyansh267 @majorgauravarya He has no fu*king content to bark at neighbor's😂
Coz Your father 🇵🇰 going parallel li… https://t.co/pzOx72eie4"
"RT @BB_13AYAAN: Ladies And Gentlemen Please Welcome One of INDIA Most  Google Celebrity @ishehnaaz_gill 👑

BRACE YOURSELF Queen Arriving On…"
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
RT @darrinlewisjr: #XDC Atul Khekade led formation of the first production blockchain network for a consortium of Indian Banks and financia…
#ViratKohli  kohli ka v time Bahut jaldi jane wala haiii
Border Infrastructure: BRO Partners Garden Reach Shipbuilders To Erect 27 ‘Made In India’ Metal Bridges On Strategi… https://t.co/VHbCw4G8hO
The Latest: India House’s Friday night $25 all-you-can-eat buffet is back due to popular demand https://t.co/b9laCEo5Um #Adelaide
"@Reuters China, India, Russia, Pakistan, Iran....not bad? More than a balance.....🤣🤣...."
"#Trump ne jo #MuslimBan lagaya hai woh apni jagah, humarey apne Muslim Mumalik konsa #RefugeesWelcome #ImmigrantsWelcome keh rahey hain."
"RT @Reuters: Indian spiritual leader, Sadhguru, has set off on an 18,600-mile trip across Europe, the Middle East and India on his motorcyc…"
"RT @IndiaCoastGuard: MoU Signing between the organisations @DghIndia, OISD, @Indiametdept
@ESSO_INCOIS @IndiaCoastGuard &amp; DG Shipping regar…"
Khud ki bhi koi responsibility samjho Modi ji bas bhasan se kaam kab tak chaloge #LoveJihad #unemployment #TripleTalaq #poverty #pharmacist #medical in  #loss in #business Ki samasyao ko bhi sudhariye. Aur ye kaam sirf aap hi karwa sakte hai.
"RT @Rainmaker1973: A massive sculpture of a legendary bird has taken shape at Jatayu Earth’s Center in Kerala, India, in 2020. Jatayu, the…"
#Notebandi me line me log mare atm ki aur bank ki. Ab iske hone se ghar ghar mout naachegi suiside se. #Harharmodighargharmodi. Ab bhuktto.https://twitter.com/AAPDelhi/status/938342714462027776 …
@Jake_shares @AscendEX_India Done https://t.co/rkiDYjdITT
It has been a privilege to be volunteering and leading the Water Conservation projects with the Overseas Volunteer… https://t.co/mAIvr52Qp4
"RT @DVVMovies: Gear up to meet Bheem and Ram in all their glory🔥🌊 in 3 days!

Watch #RRRMovie, India's biggest action drama, in a theatre n…"
RT @Servientrega_ms: Gracias Selección Colombia Femenina Sub 17 por darnos esta gran victoria que nos lleva a la clasificación de la Copa M…
"RT @BahirwaniKrish: BSE has opened up a world of possibilities for Indian investors through India INX Global Access.

Indians now have dire…"
@T13 Como que no india?
Kiran kher aaj aap keh rahi hain aaj se nahin saalon se ho rahe hain rape yeh Nirbhaya ke samay nahin socha tha tab to candle march nikalne main lagi thi
Aaj sare CA Ghar jake daru pine wale hai aur emotional baate krne wale hai.
ED attaches Uddhav kin’s assets; MVA cries vendetta https://t.co/28AC7YAkvr
#Nitish ji aur #RahulGandhi  ji ki kal ki meeting Safal rahi...!!
Ab sab recharge karane tayyar ho jao.....  JIO ka bhandara khatam hua....
"RT @vivekagnihotri: Young India. 
#RightToJustice https://t.co/XgbZq7W0rb"
RT @MahuaMoitra: It is perhaps India’s greatest tragedy that Vajpayeeji’s worst fears have come true today under a BJP regime https://t.co/…
"RT @ActualidadRT: Pakistán e India ignoran a Washington, la Casa Blanca intenta amigarse con Venezuela, España elige a Marruecos antes que…"
Dhan Dhana Dhan #jio
#Trump  pagal ho chuka hai  @Cristiano k bary me kiya khayal hai
#notebandi is a biggest scam. 13 dec. tak 12.14 lakh cro vapak aa gaya thai. @awasthis @AMISHDEVGAN @sardanarohit  Uske Baad aap bole #notebandi se something kucch hajarcaror rupye banko mein jama huye to fir vo aap ne kis kam mein lagaye @narendramodi
"RT @BernieSpofforth: Let's talk about sacrifice &amp; Rishi.

Rishi's wife holds a £500 million stake in Infosys IT based in India &amp; founded by…"
"Ab to Pata hi nahi  chal raha he k kama kis liye rahe he, taxes bharne k liye ya apne pariwar  ka pet bharne k liye #GST"
"Petrol, diesel prices up; LPG touches record high https://t.co/HaIEh4VgR0"
"RT @otvkhabar: ବଢ଼ିଲା ପେଟ୍ରୋଲ ଓ ଡିଜେଲ ଦର: ୧୩୭ ଦିନ ପରେ ବଢ଼ିଲା ତୈଳ ଦର, ପେଟ୍ରୋଲ ଓ ଡିଜେଲ ଲିଟର ପିଛା ୮୦ ପଇସାରୁ ଊର୍ଦ୍ଧ୍ୱ ବୃଦ୍ଧି ସୂଚନା #PetrolDiese…"
@KyivPost And India
"RT @_sayema: Jitendra Meghwal, a Dalit, is allegedly murdered because he sported a moustache! 
India, in 2022! Let that sink in! Yuck!"
"RT @AdvAshutoshBJP: Respected @rashtrapatibhvn @jdhankhar1 please invoke Article 356 in West Bengal.

Under Article 356 of the Constitution…"
"Pressure on India as Russia, West seek UN vote on Ukraine https://t.co/icLxDCWBBP"
"It’s not the Ukraine people who will surrender
Its up to the Russian people to have a mass surrender....Ukraine can… https://t.co/Vt9EnZcX9Y"
RT @cpsavesoil: @SadhguruJV @IndinNederlands @AmritMahotsav @IndiaDiplomacy In an address to the audience and press at the Embassy of India…
RT @AdityaRajKaul: Look at his arrogance. The man who ran away leaving Kashmiri Pandits to be killed in 1990 by terrorists is today running…
RT @cjwerleman: How long can the international community continue to turn a blind eye to what is unfolding in India under the Nazi inspired…
"Pressure on India as Russia, West seek UN vote on Ukraine https://t.co/icLxDCWBBP"
Isko batao itni to iske desh me Mobile bhi nahi jitne free me ambani ne #Jio k sim baant diye...
RT @_gastt: Footwear Design by Davina India. https://t.co/K1EJzw3bNl
#padmavati ka virodh karne valo me jitne bhi yuva aur apne ko samaj ke prathnidhi ya chhatraneta kahne wale log hai #india me utne hi rozgar ki zaroorat hai.#makeinindia #narendramodi#u
@chrisbustc Somos más que India y China juntas ..jajajaja esa gente. Acá nos damos cuenta como nos ha ahogado el Ca… https://t.co/FSlWpbaK7G
"Are o papuva tu #RahulGandhi hai wohi rahi, modi ko advise mat diyo, use pata hai kab kaha kitna kaise bolna hai,congress ki tarah nhi hai."
RT @imPavithraOff: King of South India is coming 🔥 festival soon 💥💥💥 Thalapathyyy @actorvijay #Beast storm 🤩😍 https://t.co/EkvtTXn3gK
"RT @Prajapati232120: #SSCGD_युवा_मांगे_नियुक्ति
#SSCGD2018
#वर्दी_दो_या_अर्थी_दो_SSCGD18
#TheKashmiriFiles
@rashtrapatibhvn
@BJP4India 
@IN…"
"RT @hate_stopper: Jack Uppal &amp; Sue Patel are promoting a propaganda movie #TheKashmirFiles using @Royal_LePage to offer free tickets.
@Phil…"
"Mujhe lagta Hai #ModiG #TripleTalaq k zarye Apne ""gujarat Riot"" jaise PAAP ko Praschit karwabe k liye Hindustani #Muslim ko Awsar De Rahe."
O behenji...aap muslim women ke haq ki awaaz kyun nahi uthati #halala #TripleTalaq #Polygamy
"RT @MoviesFolks: #RamaRaoOnDuty 

INDIA WIDE 💥
 Tag Trending With 4.K+ Tweets  📈

#RaviTeja"
#surgicalstrike ka saboot @adgpi se mangane wale Pakistani dalal @ArvindKejriwal ISI ki baat na kare to hi acha hai. @AamAadm
"RT @EmbRusiaMexico: 📢 Canciller 🇷🇺 Serguéi #Lavrov, en entrevista exclusiva a @ActualidadRT:

Hay actores [Estados] que nunca aceptarán la…"
real wake up call is at #jnu .desh ko barbaad kr denge saale.jab desh hi nahi rahega to gandhi kya krenge
Jio ke calls aur Dhoni ki bat jaldi connect nahi hote...Aur jab hote hai ...Le dhana dhan!!!!
"RT @CarlosAJimnez4: Unayev!
Rusia presentó su smartphone con su propio sistema operativo llamado Aurora basado aparentemente en el HarmonyO…"
"@no_war2022 Find them and sell them to India as slightly used mint condition, India: the only country that still th… https://t.co/AxIZDR5vrp"
"RT @KhaledBeydoun: This Muslim student received 16 gold medals 🏅 in civil engineering, in #Karnataka — the state in #India pushing Hijab Ba…"
Salary lene walo ko thodi malum padega ki #GST kya hai kabhi salary dene walo ko pucho tab malum padega ki kitni dikkat hoti hai.
"True,shakal nahin milti,drama kiya hai show baz ne,PMLN MPA involve hai iss pooray child pornography k case mein,100 se ooper rape ho chukay hai  qasoor mein since 2015"
India’s cumulative vaccination coverage crosses 181.85 Crore https://t.co/gjJqPlBxZI
"Nd One more thing agar koi Hindu apne haqq ki ya apne against kuchh ho tabhi pseudo intellectual ko ""Rape, inntolarance,murder,Kyun yaad aata hai? And inko rape hui ladki ke sath itna lagav hai toh sirf NirbhayaKand ke time kyun road par the?  1/2"
"RT @SRE_mx: ▶️ El canciller @m_ebrard realizará una gira de trabajo en Arabia Saudita🇸🇦, Qatar🇶🇦, Emiratos Árabes Unidos🇦🇪 y la India🇮🇳, pa…"
@CBSEWorld walo ne ase kon se question diye the Jo average 95% tak bhi na pahuch paya.. Blame it to #jio
#GST  ke naam par public ko loto. har koi apni satta jamane tak kahe ga - mai ache din laoga. lekin anth mei apni #Politicsphilosophy
